date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:08	59803/59803	---M-Z	200	added ('OK')	text/html	etag:%22f46c663411ec2c7819324a8f2c84fbe2-ssl-df%22	https://davis-html.netlify.app/index1.html	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/index1.html	(from )
11:57:09	1449/1449	---MCZ	404	error ('Not%20Found')	text/html	etag:1605816232-ssl-df	https://davis-html.netlify.app/robots.txt		(from )
11:57:09	3092/3092	---M--	200	added ('OK')	image/png	etag:%229049589c74994727586605b76c105b6b-ssl%22	https://davis-html.netlify.app/assets/img/favicon.png	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/favicon.png	(from https://davis-html.netlify.app/index1.html)
11:57:10	155758/155758	---M-Z	200	added ('OK')	text/css	etag:%221138221a713d7a1b1191b84f69d5ee30-ssl-df%22	https://davis-html.netlify.app/assets/css/bootstrap.min.css	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/css/bootstrap.min.css	(from https://davis-html.netlify.app/index1.html)
11:57:11	73063/73063	---M-Z	200	added ('OK')	text/css	etag:%2233e914bd81f09173e893e21781330960-ssl-df%22	https://davis-html.netlify.app/assets/css/fontawesome.css	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/css/fontawesome.css	(from https://davis-html.netlify.app/index1.html)
11:57:11	1652/1652	---M-Z	200	added ('OK')	text/css	etag:%228c2a55e57218a9c5e33eb970f5166752-ssl-df%22	https://davis-html.netlify.app/assets/css/slick.css	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/css/slick.css	(from https://davis-html.netlify.app/index1.html)
11:57:11	24231/24231	---M-Z	200	added ('OK')	text/css	etag:%22988854662dd999a99a268a0f19b276ca-ssl-df%22	https://davis-html.netlify.app/assets/css/lightgallery.min.css	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/css/lightgallery.min.css	(from https://davis-html.netlify.app/index1.html)
11:57:12	77749/77749	---M-Z	200	added ('OK')	text/css	etag:%222455f8ab80af0dd00a18af1b94070190-ssl-df%22	https://davis-html.netlify.app/assets/css/animate.css	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/css/animate.css	(from https://davis-html.netlify.app/index1.html)
11:57:13	59754/59754	---M-Z	200	added ('OK')	text/css	etag:%22d078caced4cf4742c3b5c303a46dd935-ssl-df%22	https://davis-html.netlify.app/assets/css/style.css	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/css/style.css	(from https://davis-html.netlify.app/index1.html)
11:57:14	3841/3841	---MCZ	200	added ('OK')	text/html	etag:%22238940b1f83a6a7b5063d6e0e36ce069-ssl-df%22	https://davis-html.netlify.app/index.html	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/index.html	(from https://davis-html.netlify.app/index1.html)
11:57:14	2532/2532	---M--	200	added ('OK')	image/png	etag:%22774518149bd40e273d35092e6753f297-ssl%22	https://davis-html.netlify.app/assets/img/logo.png	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/logo.png	(from https://davis-html.netlify.app/index1.html)
11:57:15	114816/114816	---M--	200	added ('OK')	image/jpeg	etag:%228ed561163bf7fd7efc27d1386522f78d-ssl%22	https://davis-html.netlify.app/assets/img/section/hero-img.jpg	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/section/hero-img.jpg	(from https://davis-html.netlify.app/index1.html)
11:57:15	69470/69470	---M--	200	added ('OK')	image/jpeg	etag:%22b92a0918b3d8c7b21d582252e3dd897f-ssl%22	https://davis-html.netlify.app/assets/img/section/about.jpg	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/section/about.jpg	(from https://davis-html.netlify.app/index1.html)
11:57:15	855/855	---M--	200	added ('OK')	image/png	etag:%2263d272253870bd6a17c6f7b07145d4da-ssl%22	https://davis-html.netlify.app/assets/img/icon/resume-icon1.png	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/icon/resume-icon1.png	(from https://davis-html.netlify.app/index1.html)
11:57:16	1190/1190	---M--	200	added ('OK')	image/png	etag:%224821922dc4283e7f157385ac4f06ff22-ssl%22	https://davis-html.netlify.app/assets/img/icon/resume-icon2.png	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/icon/resume-icon2.png	(from https://davis-html.netlify.app/index1.html)
11:57:17	58597/58597	---M--	200	added ('OK')	image/jpeg	etag:%222b8df99ede5bf1003260c7545fab3ad2-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio1_lg.jpg	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/portfolio/portfolio1_lg.jpg	(from https://davis-html.netlify.app/index1.html)
11:57:17	20216/20216	---M--	200	added ('OK')	image/jpeg	etag:%2240b7cbb5f88e061030faef97433f32dd-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio1.jpg	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/portfolio/portfolio1.jpg	(from https://davis-html.netlify.app/index1.html)
11:57:18	88925/88925	---M--	200	added ('OK')	image/jpeg	etag:%22fe76be03f9f631a5982e7062ab500c6d-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio2_lg.jpg	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/portfolio/portfolio2_lg.jpg	(from https://davis-html.netlify.app/index1.html)
11:57:18	25559/25559	---M--	200	added ('OK')	image/jpeg	etag:%221859dabbfbebc7f8ca7c3f777d46fc4e-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio2.jpg	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/portfolio/portfolio2.jpg	(from https://davis-html.netlify.app/index1.html)
11:57:19	65975/65975	---M--	200	added ('OK')	image/jpeg	etag:%22294d143d61ad9b5c8842b5d60a3a648c-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio3_lg.jpg	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/portfolio/portfolio3_lg.jpg	(from https://davis-html.netlify.app/index1.html)
